CLUSTER,TOKEN,R,ROC_AUC,DOMAIN,FREQUENCY
1,reward,0.1845313821918524,0.6148897941753347,AROUSAL,66044
1,valence,0.15155734132090012,0.6148897941753347,AROUSAL,25850
1,reward_processing,0.14617532044296028,0.6148897941753347,AROUSAL,5176
1,memory,0.14355050618350462,0.6148897941753347,AROUSAL,104621
1,arousal,0.13877665300022352,0.6148897941753347,AROUSAL,17711
1,emotion,0.13506416653538142,0.6148897941753347,AROUSAL,68311
1,reward_anticipation,0.13195261406215086,0.6148897941753347,AROUSAL,3466
1,fear,0.13073201522559513,0.6148897941753347,AROUSAL,25324
1,declarative_memory,0.1297716132641244,0.6148897941753347,AROUSAL,2010
1,anticipation,0.1284675015375384,0.6148897941753347,AROUSAL,15770
1,episodic_memory,0.11883520617851093,0.6148897941753347,AROUSAL,11977
1,remembering,0.11686320733623608,0.6148897941753347,AROUSAL,5084
1,recognition_memory,0.11327930374681353,0.6148897941753347,AROUSAL,6649
1,emotional_memory,0.1117886041132733,0.6148897941753347,AROUSAL,2226
1,monetary_incentive_delay_task,0.10850376109037567,0.6148897941753347,AROUSAL,551
1,salience,0.10591155203308146,0.6148897941753347,AROUSAL,15457
1,episodic_simulation,0.10468965892844148,0.6148897941753347,AROUSAL,398
1,facial_expression,0.1039582831634872,0.6148897941753347,AROUSAL,18306
1,autobiographical_memory,0.1035667485236278,0.6148897941753347,AROUSAL,5475
1,encoding,0.09912886627300853,0.6148897941753347,AROUSAL,60815
1,picture,0.099071675069157,0.6148897941753347,AROUSAL,57946
1,source_memory,0.098599313909283,0.6148897941753347,AROUSAL,3775
1,negative_emotion,0.09509432885450964,0.6148897941753347,AROUSAL,5032
2,manipulation,0.12505226218500706,0.5677451782621669,MANIPULATION,16872
2,retrieval,0.12114879635419055,0.5677451782621669,MANIPULATION,53088
2,reaction_time,0.1192016400254892,0.5677451782621669,MANIPULATION,28960
2,strategy,0.1116445739099312,0.5677451782621669,MANIPULATION,28060
2,covert,0.11047414462994412,0.5677451782621669,MANIPULATION,6023
2,memory,0.10785009184508418,0.5677451782621669,MANIPULATION,104621
2,goal,0.10670797851648076,0.5677451782621669,MANIPULATION,18484
3,speech,0.2453770742761988,0.6436518346242855,LANGUAGE,43945
3,hearing,0.2325300821394559,0.6436518346242855,LANGUAGE,9526
3,listening,0.22765267281807955,0.6436518346242855,LANGUAGE,7479
3,speech_processing,0.216471181408652,0.6436518346242855,LANGUAGE,2417
3,speech_perception,0.21638174039472927,0.6436518346242855,LANGUAGE,4806
3,language,0.17710232784324664,0.6436518346242855,LANGUAGE,71269
3,tone,0.1705891766057072,0.6436518346242855,LANGUAGE,15180
3,syllable,0.16111782883017334,0.6436518346242855,LANGUAGE,9984
3,language_processing,0.16104055738626294,0.6436518346242855,LANGUAGE,5825
3,music,0.16086646206394306,0.6436518346242855,LANGUAGE,15288
3,passive_listening,0.15678074408778728,0.6436518346242855,LANGUAGE,1321
